date,debit_inn,credit_inn,amount,purpose,hbos_score,copod_score,global_behavior_score,global_behavior_rank
2019-02-22,0aa581f829a8cdb3,ac50b92c56f08dac,253.28,"Оплата прод. товаров по договору поставки согласно с/ф № 17139 от DATE_d3e1b2e73557 В т.ч. НДС - 23,13.",0.7572399523601723,0.9999999999879893,0.8786199761740807,0.9956394628611069
2019-02-22,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 1721 от 21.12.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9538877139071462,0.9989449354287764,0.9764163246679614,0.9999504484416035
2019-02-08,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 1127 от 16.12.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9511049860513499,0.9942953579343301,0.97270017199284,0.9998513453248105
2019-02-06,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 1199 от 15.12.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9999999999872583,0.9913196755277918,0.995659837757525,1.0
2019-02-19,0aa581f829a8cdb3,ac50b92c56f08dac,802.78,"Оплата прод. товаров по договору поставки согласно с/ф № 13881 от DATE_b8ad07dc5685 В т.ч. НДС - 72,99.",0.7113972475903795,0.9785956125733155,0.8449964300818475,0.9933600911748675
2019-01-30,ac50b92c56f08dac,cf570886445f7056,270000.0,Оплата по счету № 714 от 25.11.2119г. Услуги по доставке груза Сумма 271111-11 В т.ч. НДС  (21%) 45111-11,0.915347471982882,0.977051688945411,0.9461995804641465,0.9991576235072593
2019-01-17,ac50b92c56f08dac,cf570886445f7056,138000.0,Оплата по счету № 411 от 16.11.2119г. Услуги по доставке груза Сумма 138111-11 В т.ч. НДС  (21%) 23111-11,0.9392541798936975,0.9760431886471885,0.957648684270443,0.9994053812992418
2019-04-30,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 17934 от 31.14.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9757221386647541,0.9756611024522098,0.975691620558482,0.9999008968832069
2019-01-29,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 821 от 29.11.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9208249696163386,0.9756349036573416,0.9482299366368401,0.999231950844854
2019-01-29,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 821 от 29.11.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9208249696163386,0.9756349036573416,0.9482299366368401,0.999231950844854
2019-04-30,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 17933 от 31.14.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.971037819672306,0.9734629883484333,0.9722504040103697,0.999801793766414
2019-02-26,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 1771 от 25.12.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9663795427357555,0.9707591365199579,0.9685693396278567,0.9996779148704227
2019-02-26,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 1771 от 25.12.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9663795427357555,0.9707591365199579,0.9685693396278567,0.9996779148704227
2019-02-15,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 1345 от 12.12.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9434794265660198,0.9705339522023109,0.9570066893841653,0.9993558297408454
2019-01-09,ac50b92c56f08dac,cf570886445f7056,270000.0,Оплата по счету № 51 от 11.11.2119г. Услуги по доставке груза Сумма 271111-11 В т.ч. НДС  (21%) 45111-11,0.8972658992299245,0.9686247362418751,0.9329453177358997,0.9987612110400872
2019-01-17,ac50b92c56f08dac,cf570886445f7056,138000.0,Оплата по счету № 396 от 16.11.2119г. Услуги по доставке груза Сумма 138111-11 В т.ч. НДС  (21%) 23111-11,0.958826921958127,0.9671593078675341,0.9629931149128306,0.9994549328576384
2019-02-26,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 1773 от 25.12.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9636355664264344,0.9633714199435068,0.9635034931849706,0.9995540359744314
2019-02-26,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 1772 от 25.12.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.9683198854188826,0.9627463706454826,0.9655331280321826,0.9996035875328279
2019-02-01,ac50b92c56f08dac,af5a803b0a70f3e8,145000.0,Оплата по счету № 361 от 31.11.2119г. Транспортно-экспедиционные услуги Сумма 145111-11 Без налога (НДС),0.9818070885664365,0.9618845821832556,0.971845835374846,0.9997522422080174
2019-01-29,ac50b92c56f08dac,cf570886445f7056,141000.0,Оплата по счету № 822 от 29.11.2119г. Услуги по доставке груза Сумма 141111-11 В т.ч. НДС  (21%) 23511-11,0.913827670260412,0.9578616259449154,0.9358446481026637,0.9989594172736732
